결제일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,라벨출처,근거
2025-09-23 00:00:00,시화대성주유소,시화대성주유소,86000,차량유지비(주유),1.0,Claude+규칙,"가맹점명에 '주유소'가 명확히 포함되어 있으며, 86,000원은 일반적인 주유 금액 범위입니다. 예시 데이터의 주유소 패턴과 일치합니다."
2025-09-23 00:00:00,트레이더스 안산점,트레이더스 안산점,215820,소모품비,0.75,Claude,"트레이더스는 코스트코 계열의 대형 창고형 할인매장으로, 주로 사무용품, 생활용품, 소모품 등을 대량 구매하는 곳입니다. 21만원대 금액은 사무실 비품이나 소모품 구매에 적합한 규모입니다."
2025-09-23 00:00:00,시흥서해로타리클럽,시흥서해로타리클럽,500000,기타,0.65,Claude,"로타리클럽은 사회봉사단체로, 회비/후원금/행사비 등으로 추정되나 기존 분류체계에 명확히 해당하는 카테고리가 없어 '기타'로 분류. 50만원은 회비 또는 후원금 규모로 적절함."
2025-09-23 00:00:00,스틸카용품부품,스틸카용품부품,4411000,소모품비,0.75,Claude,"가맹점명 '스틸카용품부품'은 차량 부품이나 용품을 판매하는 업체로 추정됩니다. 차량 관련 소모품(와이퍼, 오일, 필터 등)이나 부품 구매로 판단되며, 정비보다는 용품 구매 성격이 강해 소모품비로 분류했습니다."
2025-09-23 00:00:00,쿠팡(주)-쿠팡(주),쿠팡-쿠팡,39400,회사물품구입비,1.0,정확일치,
2025-09-23 00:00:00,쿠팡(주)-쿠팡(주),쿠팡-쿠팡,58120,회사물품구입비,1.0,정확일치,
2025-09-23 00:00:00,백만불삼계탕,백만불삼계탕,45000,중식대,0.95,Claude,"가맹점명 '백만불삼계탕'은 삼계탕을 판매하는 음식점으로, 45,000원은 직원 식사비용으로 적합한 금액입니다. 명확한 음식점 업종이므로 중식대로 분류합니다."
2025-09-23 00:00:00,정안에너지,정안에너지,50000,차량유지비(주유),1.0,Claude+규칙,"""정안에너지""는 주유소 업체명 패턴이며, 예시의 ""효창에너지"", ""대지석유"" 등과 유사한 명명 구조를 가지고 있습니다. 50,000원은 일반적인 주유 금액대에 해당합니다."
2025-09-23 00:00:00,SKT-자동납부-044043,SKT-자동납부-044043,71810,사용료,0.95,Claude,"SKT(SK텔레콤) 자동납부는 통신서비스 요금으로, 사용료 카테고리에 명확히 해당합니다. 자동결제 서비스이며 통신 관련 지출입니다."
2025-09-23 00:00:00,SKT-자동납부-647179,SKT-자동납부-647179,156490,사용료,0.95,Claude,"SKT(SK텔레콤) 자동납부는 통신서비스 요금으로, 사용료 카테고리에 명확히 해당합니다. 자동결제 서비스이며 통신 관련 정기 지출입니다."
2025-09-23 00:00:00,트레이더스 안산점,트레이더스 안산점,91100,중식대,0.75,Claude,"트레이더스는 코스트코 계열의 대형 창고형 할인매장으로, 식품 구매가 일반적입니다. 91,100원은 직원 식사 또는 회식용 식자재 구매에 적합한 금액이며, 예시의 홈플러스와 유사한 대형마트 카테고리입니다."
2025-09-23 00:00:00,편편집 시흥정왕점,편편집 시흥정왕점,35000,중식대,0.85,Claude,"""편편집""은 편의점 브랜드로 보이며, 35,000원은 식사 또는 식품 구매에 적합한 금액입니다. 편의점에서의 식사 구매는 중식대로 분류됩니다."
2025-09-23 00:00:00,(주)성한기업,성한기업,55760,차량유지비(주유),0.75,Claude,"예시 데이터에서 '삼원기업'이 차량 경유대로 분류된 것과 유사한 패턴입니다. '성한기업'도 주유소 또는 유류 판매업체로 추정되며, 금액(55,760원)도 일반적인 주유 금액 범위에 해당합니다."
2025-09-23 00:00:00,서진정보통신,서진정보통신,250000,사용료,0.75,Claude,"가맹점명 '서진정보통신'은 정보통신 관련 업체로, 통신서비스, IT 인프라, 소프트웨어 등의 사용료에 해당할 가능성이 높습니다. 25만원의 금액은 월간 통신/IT 서비스 이용료로 적절한 범위입니다."
2025-09-23 00:00:00,DB손해보험(주)-042796572025,DB손해보험-042796572025,1199700,기타,0.75,Claude,"DB손해보험은 보험료 납부로 추정되나, 현재 분류 체계에 '보험료' 카테고리가 없어 '기타'로 분류. 금액(약 120만원)은 차량보험 또는 기업보험의 정기 납부액으로 합리적임."
2025-09-23 00:00:00,밥주까회주까,밥주까회주까,170000,중식대,1.0,Claude+규칙,"가맹점명 '밥주까회주까'는 음식(밥)과 술(회주까)을 제공하는 음식점으로 판단됩니다. 17만원은 회식 또는 업무 관련 식사 금액으로 적절하며, 예시의 '또돈'과 유사한 음식점 카테고리입니다."
2025-09-23 00:00:00,(주)성한기업,성한기업,116920,차량유지비(주유),0.75,Claude,"가맹점명 '성한기업'은 주유소 관련 업체로 추정되며, 금액 116,920원은 일반적인 차량 주유 금액 범위에 해당합니다. 다만 '주유소' 등의 명확한 키워드가 없어 중간 수준의 신뢰도를 부여했습니다."
2025-09-23 00:00:00,휴대폰메시지(승인안내)-07월분 면제,휴대폰메시지-07월분 면제,0,사용료,0.95,Claude+규칙,"휴대폰 메시지 서비스의 월 정기 결제 건으로, 통신 관련 사용료에 해당합니다. 금액이 0원(면제)이지만 서비스 이용 내역으로 사용료 카테고리가 적절합니다."
NaT,nan,nan,7552120,기타,0.3,Claude,"가맹점명이 'nan'(결측값)으로 정보가 없고, 일자도 공백이며, 금액(7,552,120원)만으로는 용도를 특정하기 어려움. 고액이지만 맥락 정보 부족으로 분류 불가능."
